date,pre_close,open,high,low,close,volume,amt
2018-01-09,4160.1595,4157.5394,4191.2843,4153.5021,4189.2977,13903429400.0000,181975079758.0000
2018-01-10,4189.2977,4187.2044,4211.0549,4175.1355,4207.8132,15112166600.0000,194850253886.0000
2018-01-11,4207.8132,4197.1136,4211.7990,4181.9572,4205.5863,12157853900.0000,170407305946.0000
2018-01-12,4205.5863,4205.1444,4227.3923,4199.0251,4225.0010,11135479400.0000,157606210635.0000
2018-01-15,4225.0010,4229.8357,4262.9314,4216.3585,4225.2393,17090789700.0000,234986586088.0000
2018-01-16,4225.2393,4215.6247,4260.2118,4213.1275,4258.4730,16149496300.0000,228271224756.0000
2018-01-17,4258.4730,4261.7833,4283.3449,4230.5367,4248.1164,21431103200.0000,284554359815.0000
2018-01-18,4248.1164,4259.3750,4292.6372,4246.6840,4271.4168,17203284600.0000,225289688909.0000
2018-01-19,4271.4168,4281.9371,4316.5714,4269.6167,4285.3950,20949057000.0000,258554725360.0000
2018-01-22,4285.3950,4276.4811,4338.4832,4275.8977,4336.5974,17464319500.0000,233960223311.0000
2018-01-23,4336.5974,4346.8885,4383.5722,4346.7925,4382.6129,20186758500.0000,257113359897.0000
2018-01-24,4382.6129,4389.4547,4397.8196,4349.0865,4389.8853,21981888900.0000,284470809530.0000
2018-01-25,4389.8853,4381.9768,4392.1963,4336.2386,4365.0794,19537495000.0000,250308091870.0000
2018-01-26,4365.0794,4352.2211,4403.3375,4351.4871,4381.2996,17722723700.0000,223331309122.0000
2018-01-29,4381.2996,4387.0577,4395.9053,4287.1124,4302.0181,19110035400.0000,256176323789.0000
2018-01-30,4302.0181,4286.6834,4308.5115,4251.5706,4256.1021,13903473000.0000,186650566155.0000
2018-01-31,4256.1021,4234.1101,4287.8576,4232.7727,4275.8986,14521016400.0000,194401798025.0000
2018-02-01,4275.8986,4276.3425,4287.3888,4214.2909,4245.8978,19000293400.0000,239230298933.0000
2018-02-02,4245.8978,4213.9386,4271.7647,4181.7793,4271.2326,14606682700.0000,191169867288.0000
2018-02-05,4271.2326,4204.4580,4274.1464,4200.1409,4274.1464,16134779900.0000,217360144504.0000
2018-02-06,4274.1464,4182.3257,4211.5234,4131.5562,4148.8856,21491045000.0000,279415083155.0000
2018-02-07,4148.8856,4205.7365,4212.5677,4048.4228,4050.4972,20312749300.0000,261507027391.0000
2018-02-08,4050.4972,4022.8802,4071.6653,3974.6779,4012.0472,15926998500.0000,199061771955.0000
2018-02-09,4012.0472,3896.1691,3911.2917,3759.1463,3840.6527,20634982800.0000,246774828431.0000
2018-02-12,3840.6527,3846.2671,3907.8430,3828.0697,3890.1046,11618263700.0000,149858043556.0000
2018-02-13,3890.1046,3925.5955,3986.9807,3925.5955,3935.6324,11256588500.0000,144479354377.0000
2018-02-14,3935.6324,3945.0943,3971.4041,3923.1267,3966.9614,7108133800.0000,93110201390.0000
2018-02-22,3966.9614,4020.9731,4058.7878,4009.9202,4052.7332,10581157100.0000,138334361735.0000
2018-02-23,4052.7332,4061.7545,4085.2008,4035.2319,4071.0889,9945874600.0000,128195835194.0000
2018-02-26,4071.0889,4093.3988,4128.7435,4048.9834,4118.4186,13788100100.0000,179013093605.0000
2018-02-27,4118.4186,4120.8712,4120.8712,4051.8054,4058.9806,12593447000.0000,169684900954.0000
2018-02-28,4058.9806,4016.7911,4051.7124,3991.7063,4023.6415,10934359300.0000,152493909262.0000
2018-03-01,4023.6415,3994.8686,4061.0328,3986.8947,4049.0863,11019985200.0000,146003456663.0000
2018-03-02,4049.0863,4014.9510,4044.4183,4006.9435,4016.4610,9616500000.0000,130931181201.0000
2018-03-05,4016.4610,4021.6575,4042.8346,3995.8715,4018.0970,8795254800.0000,118197859452.0000
2018-03-06,4018.0970,4034.9854,4067.5525,3998.9317,4066.5647,13876244400.0000,171370654136.0000
2018-03-07,4066.5647,4063.5028,4089.6964,4027.9363,4036.6536,10695242600.0000,136572305560.0000
2018-03-08,4036.6536,4038.9527,4078.2263,4029.7144,4077.6001,9115581000.0000,123634637120.0000
2018-03-09,4077.6001,4088.0704,4110.6738,4076.4537,4108.8652,11370180800.0000,150024119651.0000
2018-03-12,4108.8652,4130.7082,4139.5259,4112.7658,4127.6662,14090673900.0000,190367593786.0000
2018-03-13,4127.6662,4124.3312,4130.2829,4087.5629,4091.2533,11176643000.0000,141174160638.0000
2018-03-14,4091.2533,4076.0626,4089.0942,4066.4896,4073.3447,9901340900.0000,131537959370.0000
2018-03-15,4073.3447,4058.7058,4098.9890,4058.7058,4096.1627,8816115600.0000,126882452702.0000
2018-03-16,4096.1627,4096.8857,4110.0451,4055.8220,4056.4226,8489618800.0000,122125342027.0000
2018-03-19,4056.4226,4054.6167,4074.5180,4033.5216,4074.2479,8150288200.0000,118183815140.0000
2018-03-20,4074.2479,4045.7428,4080.1925,4040.3080,4077.7041,8060528000.0000,111980234031.0000
2018-03-21,4077.7041,4097.0243,4110.1158,4046.2408,4061.0502,9760948800.0000,139330411871.0000
2018-03-22,4061.0502,4062.0668,4072.3771,4003.7210,4020.3490,8909525900.0000,127664337990.0000
2018-03-23,4020.3490,3896.7359,3928.5114,3834.9373,3904.9355,18008044900.0000,218905031317.0000
2018-03-26,3904.9355,3862.6948,3883.9010,3829.9155,3879.8930,11513912800.0000,156604527227.0000
2018-03-27,3879.8930,3927.4920,3936.7780,3881.8726,3913.2689,11370071100.0000,162291546573.0000
2018-03-28,3913.2689,3865.0454,3907.2811,3835.8825,3842.7155,10149490800.0000,155848951057.0000
2018-03-29,3842.7155,3854.5914,3913.9578,3794.2617,3894.0498,11662906600.0000,164996782981.0000
2018-03-30,3894.0498,3893.7468,3915.3473,3879.2128,3898.4977,9751227000.0000,137959280455.0000
2018-04-02,3898.4977,3897.0052,3937.0183,3882.8856,3886.9189,11124266600.0000,159356080038.0000
2018-04-03,3886.9189,3850.1546,3878.1504,3839.9333,3862.4796,9513736900.0000,132049936105.0000
2018-04-04,3862.4796,3873.6267,3898.6126,3852.4958,3854.8625,8873060900.0000,131593067938.0000
2018-04-09,3854.8625,3851.9548,3870.6736,3827.4133,3852.9292,8410546200.0000,118167273509.0000
2018-04-10,3852.9292,3860.7225,3927.4247,3851.7957,3927.1729,10617372200.0000,137941300225.0000
2018-04-11,3927.1729,3934.1698,3958.7071,3924.9603,3938.3434,11193302100.0000,139989290630.0000
2018-04-12,3938.3434,3935.6730,3937.7837,3896.1789,3898.6354,8269949000.0000,108075565476.0000
2018-04-13,3898.6354,3920.7375,3929.9520,3866.1860,3871.1443,7154420300.0000,98921826969.0000
2018-04-16,3871.1443,3862.4738,3869.1560,3789.6121,3808.8630,9921777000.0000,131566866868.0000
2018-04-17,3808.8630,3812.8746,3822.6264,3745.4442,3748.6412,9061079000.0000,126518751972.0000
2018-04-18,3748.6412,3785.3059,3789.6591,3708.1068,3766.2820,10667670600.0000,143077676004.0000
2018-04-19,3766.2820,3774.7840,3824.0321,3767.7974,3811.8430,9905406000.0000,127520121562.0000
2018-04-20,3811.8430,3801.2075,3815.4440,3750.1033,3760.8543,9928292500.0000,123550664541.0000
2018-04-23,3760.8543,3754.6896,3787.3951,3735.1842,3766.3257,9035629100.0000,111763031500.0000
2018-04-24,3766.3257,3769.8787,3854.4292,3769.8787,3843.4886,11421952500.0000,145700512791.0000
2018-04-25,3843.4886,3824.5929,3838.6921,3817.0320,3828.7015,7817261200.0000,105750449452.0000
2018-04-26,3828.7015,3823.3921,3828.7129,3744.8852,3755.4941,8715064100.0000,125772304515.0000
2018-04-27,3755.4941,3771.0369,3776.9751,3714.6444,3756.8765,8953172600.0000,142113627600.0000
2018-05-02,3756.8765,3769.9251,3787.3025,3744.5475,3763.6461,8330103500.0000,120083483290.0000
2018-05-03,3763.6461,3756.1657,3797.5269,3732.3718,3793.0001,9396111800.0000,122740168864.0000
2018-05-04,3793.0001,3784.3161,3801.5243,3770.9389,3774.5981,7155428800.0000,98315254609.0000
2018-05-07,3774.5981,3782.5404,3834.5872,3776.0296,3834.1877,8728619500.0000,126354800811.0000
2018-05-08,3834.1877,3834.6141,3892.0732,3833.7290,3878.6767,9421515700.0000,135445862529.0000
2018-05-09,3878.6767,3876.1296,3878.9382,3855.7392,3871.6152,6671296600.0000,92322896271.0000
2018-05-10,3871.6152,3882.8357,3894.4902,3867.3084,3893.0565,7066780900.0000,103255140585.0000
2018-05-11,3893.0565,3902.1481,3903.3378,3871.9523,3872.8383,7335660400.0000,107715457040.0000
2018-05-14,3872.8383,3886.8736,3919.2999,3886.8736,3909.2933,8197599900.0000,122520047995.0000
2018-05-15,3909.2933,3920.1395,3924.3427,3892.9198,3924.0975,7604955500.0000,106091905845.0000
2018-05-16,3924.0975,3909.8183,3923.3433,3889.1877,3892.8442,7191364600.0000,106533930265.0000
2018-05-17,3892.8442,3895.4895,3899.5137,3858.8525,3864.0507,5903012300.0000,87104164680.0000
2018-05-18,3864.0507,3860.1644,3903.0637,3841.8960,3903.0637,7261395600.0000,96823851809.0000
2018-05-21,3903.0637,3925.5394,3937.4607,3913.6046,3921.2421,9264173700.0000,120528726019.0000
2018-05-22,3921.2421,3918.8153,3918.8153,3881.1690,3906.2081,7536877800.0000,102883344897.0000
2018-05-23,3906.2081,3898.2683,3898.2683,3854.5825,3854.5825,8372231900.0000,110684503206.0000
2018-05-24,3854.5825,3853.2916,3859.1034,3823.9235,3827.2170,6834502200.0000,93408219637.0000
2018-05-25,3827.2170,3823.7448,3841.1244,3804.1349,3816.4980,7083638600.0000,95667543827.0000
2018-05-28,3816.4980,3816.2649,3846.5525,3799.3207,3833.2599,7152113200.0000,100001639047.0000
2018-05-29,3833.2599,3824.1909,3841.7794,3800.6749,3804.0093,8155266200.0000,117288580582.0000
2018-05-30,3804.0093,3755.1764,3767.8872,3722.0719,3723.3724,8791328500.0000,115858975810.0000
2018-05-31,3723.3724,3749.2954,3804.7919,3742.5287,3802.3759,9266689400.0000,130545422180.0000
2018-06-01,3802.3759,3789.6716,3802.5366,3753.8395,3770.5891,7782181300.0000,105934865863.0000
2018-06-04,3770.5891,3785.1869,3813.4065,3776.6185,3807.5781,7662434100.0000,115146468450.0000
2018-06-05,3807.5781,3811.2852,3845.5648,3800.9256,3845.3164,7868736000.0000,121261467224.0000
2018-06-06,3845.3164,3839.6830,3848.3295,3830.8956,3837.3511,7311723700.0000,107142041766.0000
2018-06-07,3837.3511,3846.9367,3859.8476,3827.6874,3831.0128,8025614700.0000,112365710702.0000
2018-06-08,3831.0128,3819.4477,3819.4607,3759.2717,3779.6159,8333733500.0000,107818798321.0000
2018-06-11,3779.6159,3770.2080,3792.5480,3756.5148,3779.9818,6870983400.0000,105597924649.0000
2018-06-12,3779.9818,3783.1858,3830.4710,3765.2644,3825.9534,7320624400.0000,116217139615.0000
2018-06-13,3825.9534,3814.6174,3817.4528,3782.0728,3788.3391,6637797000.0000,97185498920.0000
2018-06-14,3788.3391,3774.6396,3808.1616,3759.2484,3773.3655,6847132200.0000,99234014984.0000
2018-06-15,3773.3655,3763.0405,3780.3368,3737.4282,3753.4338,8548889300.0000,109534900847.0000
2018-06-19,3753.4338,3702.6681,3712.8162,3583.0208,3621.1166,16070654200.0000,193848797293.0000
2018-06-20,3621.1166,3602.5512,3649.3359,3578.1743,3635.4436,8671809800.0000,112804812786.0000
2018-06-21,3635.4436,3633.5558,3673.5625,3589.4899,3592.9650,9390855200.0000,115584149028.0000
2018-06-22,3592.9650,3567.8939,3609.0751,3542.4564,3608.9046,7511786400.0000,89687282053.0000
2018-06-25,3608.9046,3625.7984,3631.0253,3559.0343,3560.4777,7987707800.0000,106690345317.0000
2018-06-26,3560.4777,3521.5876,3541.7820,3478.2134,3531.1112,8498526900.0000,108132167346.0000
2018-06-27,3531.1112,3525.1323,3537.6569,3441.7850,3459.2621,8149181700.0000,107628896582.0000
2018-06-28,3459.2621,3434.9441,3477.0565,3416.9476,3423.5255,7591805100.0000,98570527345.0000
2018-06-29,3423.5255,3431.9619,3512.3834,3425.2159,3510.9845,7725703100.0000,97616367299.0000
2018-07-02,3510.9845,3504.4571,3506.8996,3383.5006,3407.9638,8435144900.0000,107601540659.0000
2018-07-03,3407.9638,3410.4767,3422.0398,3319.2889,3409.2801,9527869300.0000,129898019347.0000
2018-07-04,3409.2801,3398.7788,3418.3311,3359.0861,3363.7473,7515799700.0000,93648559089.0000
2018-07-05,3363.7473,3365.5547,3398.4852,3330.7113,3342.4379,8158798100.0000,97544619590.0000
2018-07-06,3342.4379,3347.0624,3396.2458,3295.7296,3365.1227,8609757900.0000,109481942501.0000
2018-07-09,3365.1227,3378.9056,3459.3153,3378.9056,3459.1837,7660154500.0000,100918863679.0000
2018-07-10,3459.1837,3464.9064,3474.1396,3437.2706,3467.5155,6954882300.0000,90127445728.0000
2018-07-11,3467.5155,3398.9265,3427.5705,3375.1441,3407.5297,7204095000.0000,89661507129.0000
2018-07-12,3407.5297,3403.3302,3499.0970,3403.3302,3481.0559,9635356400.0000,117805514793.0000
2018-07-13,3481.0559,3488.4966,3499.7643,3474.9123,3492.6897,7295589700.0000,99800184924.0000
2018-07-16,3492.6897,3488.9670,3506.2355,3459.7312,3472.0859,6828199900.0000,90754288081.0000
2018-07-17,3472.0859,3466.4236,3467.1852,3420.9714,3449.3773,6198307600.0000,85720563654.0000
2018-07-18,3449.3773,3456.6065,3479.2635,3430.1563,3431.3227,6653033000.0000,88556873195.0000
2018-07-19,3431.3227,3444.8032,3466.5056,3417.9627,3428.3430,6847771600.0000,88804907805.0000
2018-07-20,3428.3430,3426.4558,3505.9280,3398.9532,3492.8938,10198472700.0000,122196953815.0000
2018-07-23,3492.8938,3471.8555,3527.5335,3464.6475,3525.7503,11903662700.0000,143960930682.0000
2018-07-24,3525.7503,3530.6641,3596.5128,3530.6641,3581.7057,15691243500.0000,177448954019.0000
2018-07-25,3581.7057,3589.5055,3589.9841,3566.3140,3577.7522,9675850100.0000,112176694173.0000
2018-07-26,3577.7522,3583.3173,3593.9227,3528.6442,3536.2456,9034964100.0000,105577285189.0000
2018-07-27,3536.2456,3533.7714,3545.4058,3512.7034,3521.2269,7017810400.0000,81192174902.0000
2018-07-30,3521.2269,3520.8538,3550.9020,3489.5494,3515.0794,8211699500.0000,96183097601.0000
2018-07-31,3515.0794,3510.4744,3528.1540,3493.1545,3517.6568,6798081700.0000,80022152109.0000
2018-08-01,3517.6568,3530.0298,3543.6060,3446.7765,3447.3882,9034861700.0000,107477214866.0000
2018-08-02,3447.3882,3434.3516,3434.3516,3322.0960,3370.9579,10130872700.0000,122401283623.0000
2018-08-03,3370.9579,3366.6637,3381.3417,3315.2008,3315.2839,7079691000.0000,91395987151.0000
2018-08-06,3315.2839,3312.8153,3344.2460,3257.6856,3273.2728,7797508300.0000,97517991022.0000
2018-08-07,3273.2728,3284.9785,3368.9620,3263.4986,3368.8695,9178391600.0000,107512223951.0000
2018-08-08,3368.8695,3362.1485,3368.1602,3311.7694,3314.5075,7928486500.0000,90958912013.0000
2018-08-09,3314.5075,3303.4765,3408.3911,3299.6157,3397.5298,9195757200.0000,108802315182.0000
2018-08-10,3397.5298,3398.4139,3424.0411,3380.5731,3405.0191,6896729900.0000,85634522136.0000
2018-08-13,3405.0191,3369.9812,3396.1883,3336.6956,3390.3441,7619153200.0000,90869290864.0000
2018-08-14,3390.3441,3386.4832,3391.7290,3356.6142,3372.9137,6065144600.0000,72121992610.0000
2018-08-15,3372.9137,3371.9590,3372.1369,3288.7088,3291.9760,6817405500.0000,83402193917.0000
2018-08-16,3291.9760,3251.8556,3315.2031,3231.5561,3276.7276,7654736600.0000,89269175663.0000
2018-08-17,3276.7276,3305.8954,3311.5729,3224.0999,3229.6198,6739541300.0000,84452452538.0000
2018-08-20,3229.6198,3238.2150,3267.2498,3209.0115,3267.2498,7090422800.0000,88963382602.0000
2018-08-21,3267.2498,3271.8402,3331.7077,3270.0302,3326.6489,7520558300.0000,97925840442.0000
2018-08-22,3326.6489,3328.9693,3328.9693,3299.3938,3307.9545,5078705700.0000,66548536184.0000
2018-08-23,3307.9545,3308.4589,3336.1123,3285.8141,3320.0257,6111233400.0000,80212785558.0000
2018-08-24,3320.0257,3308.4778,3353.0445,3291.8654,3325.3347,6376589700.0000,77197847852.0000
2018-08-27,3325.3347,3339.3894,3406.5735,3339.2646,3406.5735,9427008200.0000,114960964551.0000
2018-08-28,3406.5735,3408.1502,3416.5929,3388.8143,3400.1705,7544536300.0000,94945949810.0000
2018-08-29,3400.1705,3393.0527,3398.7139,3377.1231,3386.5736,6702040400.0000,79072300213.0000
2018-08-30,3386.5736,3385.8052,3402.5626,3349.4688,3351.0942,6838529000.0000,80226052652.0000
2018-08-31,3351.0942,3333.3801,3356.5757,3310.8726,3334.5036,7620563000.0000,96091892858.0000
2018-09-03,3334.5036,3320.6898,3325.6070,3291.7842,3321.8248,6642985500.0000,81305681453.0000
2018-09-04,3321.8248,3324.1860,3370.9630,3307.9585,3363.8984,6708880700.0000,85892034874.0000
2018-09-05,3363.8984,3349.6983,3354.1991,3298.1412,3298.1412,6430188800.0000,80656675217.0000
2018-09-06,3298.1412,3286.6645,3311.4973,3253.7552,3262.8808,6230028800.0000,79373138216.0000
2018-09-07,3262.8808,3273.8906,3316.6149,3253.7250,3277.6438,6394740800.0000,81263439990.0000
2018-09-10,3277.6438,3271.3818,3277.8840,3227.8481,3230.0681,6381705100.0000,76175580337.0000
2018-09-11,3230.0681,3229.7052,3245.6170,3209.1121,3224.2116,5849130500.0000,67722118923.0000
2018-09-12,3224.2116,3216.9911,3225.6014,3194.9785,3202.0248,5462789900.0000,68887020056.0000
2018-09-13,3202.0248,3239.6852,3249.5930,3191.3975,3236.5662,6729032700.0000,85887962113.0000
2018-09-14,3236.5662,3242.8307,3254.1043,3227.9439,3242.0902,6013064000.0000,76481211956.0000
2018-09-17,3242.0902,3224.9267,3230.7878,3200.5096,3204.9224,5225954700.0000,60650940908.0000
2018-09-18,3204.9224,3193.6423,3270.1070,3193.6423,3269.4319,7042503500.0000,83899137593.0000
2018-09-19,3269.4319,3261.9970,3335.9913,3258.3097,3312.4823,8917066600.0000,109395423838.0000
2018-09-20,3312.4823,3314.8758,3332.3093,3303.0730,3310.1258,6456105700.0000,76660845175.0000
2018-09-21,3310.1258,3320.6958,3410.4856,3307.7670,3410.4856,10841600500.0000,123573117858.0000
2018-09-25,3410.4856,3375.9717,3394.3771,3367.0253,3379.8043,6905469300.0000,82870029933.0000
2018-09-26,3379.8043,3388.5576,3448.2595,3383.2352,3417.2413,9317334300.0000,119113319089.0000
2018-09-27,3417.2413,3415.9532,3423.7100,3394.7320,3403.5902,6976524100.0000,87573300845.0000
2018-09-28,3403.5902,3409.9598,3444.9884,3404.6973,3438.8649,8437775600.0000,94880274572.0000
2018-10-08,3438.8649,3361.5594,3364.4641,3285.2530,3290.8988,9788898900.0000,114164218382.0000
2018-10-09,3290.8988,3290.1705,3309.7978,3276.1322,3288.6906,6672327400.0000,78372941345.0000
2018-10-10,3288.6906,3295.4288,3315.7310,3256.5815,3281.5978,6449282800.0000,79166808585.0000
2018-10-11,3281.5978,3179.5408,3209.5202,3099.0402,3124.1139,12094134200.0000,125723084486.0000
2018-10-12,3124.1139,3123.3715,3184.1220,3094.9657,3170.7262,9861115100.0000,104423076623.0000
2018-10-15,3170.7262,3173.8467,3183.1297,3120.2306,3126.4516,6960502300.0000,77137696800.0000
2018-10-16,3126.4516,3128.5764,3166.0918,3089.3668,3100.9738,6888772100.0000,75206470956.0000
2018-10-17,3100.9738,3140.6838,3149.1344,3062.5540,3118.2463,7683713800.0000,86132695913.0000
2018-10-18,3118.2463,3097.7903,3097.7903,3043.3817,3044.3918,7377196800.0000,79703731919.0000
2018-10-19,3044.3918,3017.7488,3137.7475,3009.4983,3134.9455,9883968800.0000,110951369122.0000
2018-10-22,3134.9455,3159.5614,3297.3803,3159.5614,3270.2732,14586204500.0000,170651306178.0000
2018-10-23,3270.2732,3273.1271,3276.0205,3163.5704,3183.4257,12101324100.0000,142589176815.0000
2018-10-24,3183.4257,3169.4571,3245.3971,3164.2930,3188.2018,11090974400.0000,120954387288.0000
2018-10-25,3188.2018,3107.8402,3197.3212,3099.8887,3194.3084,10695181700.0000,113291746430.0000
2018-10-26,3194.3084,3204.2845,3218.1021,3151.9244,3173.6350,10129935400.0000,106070366760.0000
2018-10-29,3173.6350,3157.4879,3158.8114,3062.5803,3076.8889,9183978900.0000,108479490211.0000
2018-10-30,3076.8889,3061.9300,3146.6276,3050.7709,3110.2605,11607010100.0000,131767102719.0000
2018-10-31,3110.2605,3116.6582,3168.9187,3106.0279,3153.8234,11120745500.0000,117099697836.0000
2018-11-01,3153.8234,3185.2020,3217.8034,3173.0992,3177.0338,13265337900.0000,145919304280.0000
2018-11-02,3177.0338,3258.6093,3290.2455,3222.4354,3290.2455,15346610400.0000,178340643411.0000
2018-11-05,3290.2455,3269.4695,3279.8781,3230.3632,3262.8351,10970668300.0000,123630922689.0000
2018-11-06,3262.8351,3254.9778,3254.9778,3213.8950,3243.1504,8386913800.0000,91703898055.0000
2018-11-07,3243.1504,3243.8775,3270.5003,3218.4219,3221.9101,9161552800.0000,101814918975.0000
2018-11-08,3221.9101,3251.7281,3253.5735,3207.7084,3212.7737,7641454000.0000,85221664741.0000
2018-11-09,3212.7737,3193.3039,3193.3039,3166.3106,3167.4442,8428276200.0000,88194192202.0000
2018-11-12,3167.4442,3160.2465,3206.5127,3152.4399,3205.1407,8806239100.0000,97363052032.0000
2018-11-13,3205.1407,3164.9222,3254.7684,3161.0979,3237.3823,12649346400.0000,125603047265.0000
2018-11-14,3237.3823,3233.6409,3239.2448,3200.2285,3204.9427,11380865900.0000,105386565968.0000
2018-11-15,3204.9427,3201.2814,3242.3836,3198.7814,3242.3715,9855881000.0000,100119192332.0000
2018-11-16,3242.3715,3242.8790,3282.3900,3223.7215,3257.6735,12687683500.0000,135379803919.0000
2018-11-19,3257.6735,3258.7919,3294.6031,3251.0665,3294.6031,11595659500.0000,123188777592.0000
2018-11-20,3294.6031,3268.0768,3278.7845,3213.6833,3218.4076,10936115400.0000,114155066806.0000
